ci0,ci1,ci2,ci3,ci4,ci5,ci6,ci7,ci8,ci9,ci10,ci11,ci12,ci13,ci14,ci15,ci16,ci17,ci18,ci19,ci20,ci21,ci22,ci23,ci24
28.538240718389936,23.751665801855637,19.630671549230968,16.67621671709309,15.567289730237961,25.141478751967114,19.54632848249634,14.264025432093058,9.813483397455553,7.783644865118627,23.894066439683844,17.920553036487856,11.947036884667288,5.97351890043857,0.0,25.118291240972695,19.52955248660317,14.253809029956114,9.809771606960958,7.783644865118627,28.49737506091005,23.724050133265592,19.61582438094016,16.671848403000673,15.567289730237254
23.350934595356588,24.103638018108654,26.232479896495818,29.440431183425346,33.418156988903114,15.567289730237254,16.674033185633302,19.623251009328666,23.73786503390415,28.517819723716705,7.783644865118627,9.809771606959638,14.253809029957933,19.52955248660118,25.118291240972695,0.0,5.967417751705999,11.934834585466742,17.902249583326824,23.869661827343098,7.783644865118627,9.80605678158224,14.243580811545666,19.512754695800556,25.095072114878064
24.103638018108654,23.350934595356588,24.103638018109194,26.232479896494826,29.440431183426668,16.674033185633302,15.567289730237254,16.674033185634077,19.623251009327344,23.737865033905788,9.809771606959638,7.783644865118627,9.809771606960958,14.253809029956114,19.52955248660317,5.967417751705999,0.0,5.967417751708168,11.934834585464573,17.902249583329,9.80605678158224,7.783644865118627,9.806056781583559,14.24358081154385,19.512754695802546
26.232479896495818,24.103638018109194,23.350934595356588,24.103638018108114,26.232479896494826,19.623251009328666,16.674033185634077,15.567289730237254,16.67403318563252,19.623251009327344,14.253809029957933,9.809771606960958,7.783644865118627,9.809771606958316,14.253809029956114,11.934834585466742,5.967417751708168,0.0,5.96741775170383,11.934834585464573,14.243580811545666,9.806056781583559,7.783644865118627,9.806056781580923,14.24358081154385
29.440431183425346,26.232479896494826,24.103638018108114,23.350934595356588,24.103638018109194,23.73786503390415,19.623251009327344,16.67403318563252,15.567289730237254,16.674033185634077,19.52955248660118,14.253809029956114,9.809771606958316,7.783644865118627,9.809771606960958,17.902249583326824,11.934834585464573,5.96741775170383,0.0,5.967417751708168,19.512754695800556,14.24358081154385,9.806056781580923,7.783644865118627,9.806056781583559
33.418156988903114,29.440431183426668,26.232479896494826,24.103638018109194,23.350934595356588,28.517819723716705,23.737865033905788,19.623251009327344,16.674033185634077,15.567289730237254,25.118291240972695,19.52955248660317,14.253809029956114,9.809771606960958,7.783644865118627,23.869661827343098,17.902249583329,11.934834585464573,5.967417751708168,0.0,25.095072114878064,19.512754695802546,14.24358081154385,9.806056781583559,7.783644865118627
31.134579460475216,31.702440703210705,33.348056161170604,35.92361732995112,39.246463969403656,23.35093459535588,24.102127046209482,26.226926073698564,29.429295780610914,33.40071578943058,15.567289730237254,16.6718484029999,19.61582438094148,23.724050133263958,28.49737506091005,7.783644865118627,9.80605678158224,14.243580811545666,19.512754695800556,25.095072114878064,0.0,5.961307695858374,11.92261447203526,17.883919408839027,23.84522158659029
31.702440703210705,31.134579460475216,31.702440703211117,33.34805616116982,35.9236173299522,24.102127046209482,23.35093459535588,24.102127046210022,26.22692607369758,29.429295780612232,16.6718484029999,15.567289730237254,16.671848403000673,19.61582438094016,23.724050133265592,9.80605678158224,7.783644865118627,9.806056781583559,14.24358081154385,19.512754695802546,5.961307695858374,0.0,5.96130769586054,11.922614472033093,17.883919408841194
33.348056161170604,31.702440703211117,31.134579460475216,31.702440703210296,33.34805616116982,26.226926073698564,24.102127046210022,23.35093459535588,24.102127046208945,26.22692607369758,19.61582438094148,16.671848403000673,15.567289730237254,16.67184840299912,19.61582438094016,14.243580811545666,9.806056781583559,7.783644865118627,9.806056781580923,14.24358081154385,11.92261447203526,5.96130769586054,0.0,5.961307695856207,11.922614472033093
35.92361732995112,33.34805616116982,31.702440703210296,31.134579460475216,31.702440703211117,29.429295780610914,26.22692607369758,24.102127046208945,23.35093459535588,24.102127046210022,23.724050133263958,19.61582438094016,16.67184840299912,15.567289730237254,16.671848403000673,19.512754695800556,14.24358081154385,9.806056781580923,7.783644865118627,9.806056781583559,17.883919408839027,11.922614472033093,5.961307695856207,0.0,5.96130769586054
39.246463969403656,35.9236173299522,33.34805616116982,31.702440703211117,31.134579460475216,33.40071578943058,29.429295780612232,26.22692607369758,24.102127046210022,23.35093459535588,28.49737506091005,23.724050133265592,19.61582438094016,16.671848403000673,15.567289730237254,25.095072114878064,19.512754695802546,14.24358081154385,9.806056781583559,7.783644865118627,23.84522158659029,17.883919408841194,11.922614472033093,5.96130769586054,0.0
